34,38,255,255,78,73
100,100,255,255,100,100
100,100,255,255,100,100
68,77,255,255,81,68
97,100,172,255,72,100
73,100,255,255,85,100
56,87,171,255,55,94
80,100,170,255,65,100
64,97,172,255,62,99
59,93,255,101,88,59
75,100,171,255,74,100
63,95,170,255,60,98
78,100,255,84,88,60
100,100,250,255,100,59
70,100,171,255,86,100
62,94,154,255,60,97
62,94,255,91,87,58
100,100,255,255,100,60
91,100,255,41,99,87
100,100,233,27,99,46
100,100,207,23,84,45
100,100,255,162,100,77
74,94,136,29,87,96
62,78,209,22,85,35
79,88,255,122,94,63
74,98,255,111,87,65
100,100,255,104,100,64
100,100,255,255,100,62
69,92,255,255,98,55
70,100,153,255,70,99
73,100,172,255,94,98
68,100,171,255,62,100
65,100,255,147,70,74
75,100,255,152,69,75
84,100,153,51,90,100
60,90,255,48,86,47
91,100,203,255,87,48
77,97,122,103,96,63
68,94,255,54,95,50
99,100,250,45,61,51
74,78,210,42,85,40
88,100,171,255,70,100
70,97,239,198,83,84
89,100,154,255,94,100
56,92,255,159,82,75
91,100,255,146,97,74
92,100,193,255,99,74
62,84,183,255,65,63
64,95,176,255,69,66
99,100,255,111,100,66
67,100,255,102,91,63
97,97,154,255,70,98
63,100,255,96,79,62
63,92,137,255,63,96
67,100,255,255,66,98
75,100,255,255,68,100
99,100,255,255,94,100
56,79,255,255,82,91
