22,40,101,255,32,74
39,47,101,192,42,78
53,54,102,255,44,84
35,41,101,255,36,76
29,39,105,255,36,74
38,38,255,255,72,75
39,42,158,255,75,76
30,40,255,141,72,76
23,26,255,118,68,42
19,22,255,138,68,40
28,57,255,135,70,54
38,51,255,117,78,47
28,62,255,132,70,55
35,38,255,116,72,45
39,83,136,126,77,59
25,38,135,90,41,49
29,100,255,89,39,60
23,38,115,87,70,35
22,40,255,89,69,45
29,32,255,152,74,41
22,27,255,134,100,41
25,27,255,255,70,71
61,64,155,155,70,85
47,47,155,132,48,54
26,31,255,154,72,48
26,36,255,153,70,50
27,32,255,130,70,42
73,41,255,132,100,50
21,27,34,151,17,45
21,26,52,152,16,45
34,36,67,152,71,48
70,55,255,151,55,56
18,25,255,130,65,39
23,31,255,132,70,42
19,23,255,133,68,40
99,44,255,136,71,68
89,65,86,134,96,56
78,30,255,117,67,39
47,24,135,132,68,41
94,73,119,132,97,60
89,29,108,118,37,38
27,26,109,121,32,38
47,92,108,121,42,64
28,99,107,121,37,67
19,29,106,122,33,39
49,92,106,122,42,64
28,100,106,122,36,68
18,25,104,120,32,38
14,16,103,121,29,34
22,96,104,123,32,66
49,91,104,121,36,64
25,39,106,129,34,42
23,24,33,121,67,39
94,47,108,122,62,47
100,34,255,120,64,41
26,37,255,255,70,74
43,51,116,255,78,80
44,64,255,255,45,86
41,47,255,82,36,39
24,22,255,255,70,68
33,34,255,138,73,74
24,27,255,136,70,42
28,34,255,134,70,46
24,28,255,143,69,44
27,33,255,140,69,45
18,21,255,137,67,40
93,47,167,255,76,51
93,42,168,125,79,45
43,39,169,255,71,46
30,35,255,255,73,74
39,100,255,255,76,100
84,92,255,83,89,55
31,100,255,83,74,59
30,35,255,255,72,74
100,100,255,255,100,74
71,74,255,149,94,87
34,38,255,149,74,75
30,44,255,149,72,52
27,38,255,148,70,50
26,36,255,149,69,48
