30,43,113,255,37,72
27,34,114,255,37,74
32,41,255,255,37,51
26,47,255,35,70,26
35,38,95,255,30,49
24,33,255,255,70,73
23,43,88,130,30,46
26,100,90,255,30,82
26,43,98,255,33,77
22,36,255,255,68,74
99,54,255,255,70,80
100,67,255,255,100,85
48,40,255,56,85,28
45,33,255,53,95,39
19,22,115,49,34,19
25,36,255,255,70,74
27,35,255,255,46,44
48,100,105,255,80,100
34,86,104,255,39,90
32,84,105,255,39,91
23,43,106,255,33,77
27,42,106,255,35,76
20,39,99,255,31,75
28,32,97,255,37,72
24,31,96,167,30,44
14,14,95,160,23,42
15,20,96,119,28,36
100,100,95,118,44,62
38,38,98,160,34,42
18,22,95,138,29,36
17,17,10,84,7,34
10,11,27,7,5,5
15,18,25,6,9,6
14,14,26,8,13,7
9,12,5,23,4,33
9,9,4,22,6,4
11,12,5,7,6,5
18,20,5,23,8,9
32,29,5,6,20,13
47,38,6,6,13,16
31,25,6,9,17,38
21,20,213,5,67,9
20,21,27,7,14,9
11,11,26,9,10,6
13,13,6,8,7,6
13,15,15,6,12,6
13,14,6,6,5,7
3,3,11,188,5,2
17,17,6,7,4,4
8,7,5,7,5,3
19,16,4,7,10,7
14,16,4,7,8,7
12,13,8,5,5,6
9,10,8,6,3,5
9,10,6,6,4,5
9,7,8,6,6,4
12,13,26,6,11,6
11,13,26,5,11,6
20,21,5,5,7,9
30,76,5,5,-35,35
32,84,6,5,-35,35
16,24,5,6,-35,35
13,21,5,6,-35,35
15,20,27,76,-35,35
14,20,100,81,-35,35
17,24,15,73,-35,35
15,22,46,73,-35,35
18,21,45,84,-35,35
19,20,46,82,-35,35
18,18,45,79,-35,35
16,19,46,83,-35,35
15,15,46,121,14,34
